,Restaurant,City,Area,Address,Food type,Price,Avg ratings,Total ratings,longitude,latitude
6005,Yumbo Bites,Noida,Sector 59,"D-5, Logix Infotech, Sector 59, Noida",Fast Food,175.0,3.1,10,77.3724933,28.6086461
6006,Shree Ganesh M Cafe,Noida,Sector 6,"Noida Authority, Opposite Vijaya Bank, Sector 6, Noida",South Indian,75.0,3.1,7,77.3178507,28.5920932
6007,Mirchievous,Noida,Sector 61,"Sector 61, Noida",North Indian,325.0,3.1,6,77.36473083,28.59345268
6008,221 B Baker Street,Noida,Sector 62,"PG 30, TOT Mall, Sector 62, Noida",Bakery,100.0,3.2,19,77.3716062,28.6142808
6009,Binge Restaurant,Noida,Sector 62,"C-25, Ground Floor, Stellar IT Park, Sector 62, Noida","North Indian, Chinese, Continental",550.0,3.2,325,77.3625455,28.6127995
6010,Boxmeal,Noida,Sector 62,"RN 10, Rasoolpur Navada, Next to Bank of Maharashtra, B Block Market, Sector 62, Noida","North Indian, Chinese",200.0,3.0,4,77.3698446,28.6181042
6011,Brown Town,Noida,Sector 62,"RN 33, Near Fortis Hospital, Sector 62, Noida",Bakery,75.0,2.7,11,77.370818,28.6191966
6012,Cafe Coffee Day,Noida,Sector 62,"SG-14-15, C-25, Stellar IT Park, Sector 62, Noida",Cafe,225.0,3.0,26,77.3625455,28.6127995
6013,Cafe Coffee Day,Noida,Sector 62,"Ground Floor, Logix Cyber Park, Tower B, Sector 62, Noida",Cafe,225.0,3.0,14,77.3666722,28.6127402
6014,Cafe Green Apple,Noida,Sector 62,"A-41, The Corenthum Tower, Sector 62, Noida","North Indian, South Indian, Fast Food",200.0,3.2,16,77.374165,28.6274956
6015,Cake Mandi,Noida,Sector 62,"A-117, Deepak Vihar, Near Labour Chowk, Sector 62, Noida","Bakery, Desserts",250.0,3.2,17,77.35402454,28.61083103
6016,Chai Thela,Noida,Sector 62,"Tower A, Logix Cyber Park, Sector 62, Noida",Cafe,125.0,3.1,10,77.3666722,28.6127402
6017,Chinese Chilli Sizzler,Noida,Sector 62,"Block C, Tout Mall Market, Near Mother Dairy, Sector 62, Noida",Chinese,100.0,2.9,5,77.371174,28.6139194
6018,Delhi Biryani Hut,Noida,Sector 62,"RN-3-B, Opposite Corporation Bank, Near Fortis Hospital, Sector 62, Noida","Biryani, Mughlai",150.0,2.7,9,77.3704181,28.6181215
6019,Dev's Restaurant & Bar,Noida,Sector 62,"Plot 16, Block C-58/15A, Sector 62, Noida","North Indian, Mughlai, Chinese",750.0,3.1,56,77.3716062,28.6142808
6020,Doggy Style,Noida,Sector 62,"Location Varies, Sector 62, Noida","Continental, Italian",350.0,3.2,33,77.33747028,28.58167444
6021,Domino's Pizza,Noida,Sector 62,"A-44/45, DLF 3C Galaxy, Sector 62, Noida","Pizza, Fast Food",350.0,2.6,118,77.37043262,28.62443114
6022,Food Brigade,Noida,Sector 62,"1, Ground Floor, Unit A-13/2,3,4  Highway Tower 1, Near Jaypee College, Sector 62, Noida","North Indian, South Indian, Chinese, Fast Food",150.0,3.2,15,77.37389041,28.62840758
6023,Frequent Bakes,Noida,Sector 62,"RN 10, Rasulpur Nawada, Near SRS Value Bazaar, Sector 62, Noida","Bakery, Desserts, Fast Food",175.0,2.5,38,77.3702942,28.6181067
6024,GreeNox,Noida,Sector 62,"A Block, The Corenthum Office Complex, Sector 62, Noida","Fast Food, Beverages",100.0,3.4,16,77.37371799,28.62667926
6025,GVP Creations,Noida,Sector 62,"Sector 62, Noida",Bakery,200.0,3.1,7,77.37029448,28.61183236
6026,Health Buzzz,Noida,Sector 62,"22 GF, B Block Market, Sector 62, Noida",Healthy Food,175.0,3.2,11,77.3707092,28.6184991
6027,Hot & Spicy,Noida,Sector 62,"C Block, Lozix Park, Sector 62, Noida",Chinese,125.0,2.9,4,77.3665825,28.612911
6028,Malabar Junction,Noida,Sector 62,"Near Fortis Hospital, Sector 62, Noida","South Indian, North Indian, Chinese",250.0,3.3,15,77.369864,28.6181511
6029,Masters Caterer,Noida,Sector 62,"C-28/29, Food Court, Tower B, Logix Cyber Park, Sector 62, Noida","North Indian, Chinese",200.0,2.9,6,77.3666722,28.6127402
6030,Meeting Point Corner,Noida,Sector 62,"Near Corenthum Building, Sector 62, Noida",Chinese,100.0,2.8,14,77.3738681,28.6280874
6031,Mithaas Sweets,Noida,Sector 62,"RN-1, B Block, Sector 62, Noida","North Indian, Chinese, South Indian, Mithai",325.0,2.7,17,77.3706652,28.6180976
6032,MS Foods,Noida,Sector 62,"E-78, Deepak Vihar, Sector 62, Noida",North Indian,200.0,3.1,9,77.3545194,28.61263059
6033,Oh Buoy,Noida,Sector 62,"Near DLF Building, Sector 62, Noida",Chinese,325.0,3.3,50,77.37002995,28.62392171
6034,Old Tehrii Cafe & Lounge,Noida,Sector 62,"C-20, Ground Floor, Assotech 1, Sector 62, Noida","North Indian, Chinese, Cafe",750.0,3.1,13,77.35519834,28.61451253
6035,Pichli Gali,Noida,Sector 62,"Shop 3, RN 37, B Block Market, Sector 62, Noida","North Indian, Chinese, Fast Food",150.0,3.0,5,77.3701709,28.6193448
6036,Pizza Hut,Noida,Sector 62,"C-25, Stellar IT Park, Sector 62, Noida","Italian, Pizza",500.0,3.1,147,77.3625455,28.6127995
6037,Rasoi99,Noida,Sector 62,"Gautam Buddh Nagar, Block C, Behind Fortis Hospital, Sector 62, Noida","North Indian, Chinese",400.0,3.2,10,77.3705298,28.6197372
6038,Republic of Chicken,Noida,Sector 62,"15, B Block 9/2, Sector 62, Noida","Raw Meats, Fast Food",200.0,3.1,17,77.3704489,28.6196711
6039,Republic's @ Dhaba,Noida,Sector 62,"KT-08, Food Court, Steller IT Park, Sector 62, Noida","North Indian, Street Food",375.0,2.9,56,77.3625455,28.6127995
6040,Rolling Beans,Noida,Sector 62,"Opposite Galaxy Bussines Park, Sector 62, Noida",South Indian,125.0,2.8,5,77.3700887,28.6239066
6041,Rollmaal,Noida,Sector 62,"C-56/9, Stellar IT Park, Sector 62, Noida","Fast Food, North Indian, Chinese",250.0,3.4,155,77.3624558,28.612791
6042,Subway,Noida,Sector 62,"A-44-45, Galaxy IT Park, Sector 62, Noida","American, Fast Food, Salad, Healthy Food",250.0,2.5,28,77.37041719,28.62453856
6043,Swad,Noida,Sector 62,"Corporate Suites, C 30/4, Sector 62, Noida","North Indian, Chinese, Continental",450.0,2.8,13,77.3684034,28.613167
6044,The Hunger Cure,Noida,Sector 62,"RN-23, B Block Market, Sector 62, Noida","Fast Food, North Indian",300.0,3.0,9,77.3707797,28.6187885
6045,World Bites,Noida,Sector 62,"RN-15, B Block, Behind Bank of Maharashtra, Sector 62, Noida","Chinese, North Indian",250.0,3.4,30,77.3698121,28.6185042
6046,BunkYard Cafe,Noida,Sector 62,"C-56/12, Near Stellar IT Park, Sector 62, Noida","Fast Food, Beverages",200.0,3.5,33,77.3624828,28.6145003
6047,Chaayos,Noida,Sector 62,"DLF Galaxy IT Park, Sector 62, Noida","Cafe, Tea",200.0,3.5,182,77.37017244,28.62453797
6048,RollsKing,Noida,Sector 62,"Plot 11, Near SRS Value Bazar, Sector 62, Noida",Fast Food,150.0,3.8,401,77.3702457,28.6182239
6049,Sandwich King,Noida,Sector 62,"C-20/6B, Near Stellar IT park, Sector 62, Noida",Fast Food,250.0,3.5,215,77.3631735,28.613038
6050,Speedy Chow,Noida,Sector 62,"C-25/9, Stellar IT Park, Sector 62, Noida","Chinese, Thai",425.0,3.6,114,77.3624558,28.612791
6051,Grand Eatery,Noida,Sector 62,"B Block Market, Sector 62, Noida","North Indian, Chinese, Mughlai, Fast Food",300.0,2.4,49,77.3707194,28.6191953
6052,Nathu's Sweets,Noida,Sector 62,"C-25, Near IT Park, Sector 62, Noida","North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai",250.0,2.4,77,77.3624558,28.612791
6053,Subway,Noida,Sector 62,"C Block, Logic Cyber Park, Sector 62, Noida","American, Fast Food, Salad, Healthy Food",250.0,2.4,88,77.3664928,28.6129026
6054,Chick Chicken Barbeque,Noida,Sector 63,"Shop 1, Block D, Near Anjana, Sector 63, Noida","North Indian, Mughlai, Chinese",375.0,2.6,4,77.38531,28.625608
6055,Tiwari Hot Pot,Noida,Sector 63,"B-50, Sector 63, Noida","North Indian, Chinese, South Indian",225.0,2.6,11,77.3770285,28.616674
6056,South King Restaurant,Noida,Sector 65,"Sector 66, Near Sector 65, Noida","South Indian, Chinese",150.0,2.8,8,77.3772233,28.6075466
6057,Twomato Foods,Noida,Sector 65,"B-65, 1st Floor, Sector 67, Near Sector 65, Noida",North Indian,200.0,3.2,11,77.380365,28.607233
6058,Bats On Delivery,Noida,Sector 7,"Sector 7, Noida","North Indian, Fast Food",350.0,2.7,9,77.317172,28.597085
6059,Legacy of Awadh,Noida,Sector 7,"D-158, Sector 7, Noida","North Indian, Mughlai",250.0,3.3,114,77.3201607,28.5976222
6060,Thaaliwaalaa.com,Noida,Sector 71,"WP-04, C Block, Sector 71, Noida",North Indian,100.0,2.9,6,77.3751945,28.5915785
6061,Bikaner's,Noida,Sector 72,"Shop 3 & 4, Amrapali Princely Estate , Sector 76, Near Sector 72, Noida","Mithai, North Indian, Chinese",200.0,2.9,4,77.3823794,28.5645097
6062,Chilli Zone,Noida,Sector 72,"Shop  29, Amrapali Princely Estate Market, Sector 76, Noida","North Indian, Chinese",250.0,3.4,20,77.3813429,28.5664689
6063,Cold Rock Cafe,Noida,Sector 72,"Shop 28, Amarpali Princely Estate, Sector 76, Near Sector 72, Noida","Fast Food, Italian, Desserts, Beverages",175.0,3.3,12,77.381327,28.5663929
6064,Cup and Cones,Noida,Sector 72,"Shop 24, Amrapali Princely Estate, Sector 76, Near Sector 72, Noida",Desserts,75.0,3.1,10,77.3811864,28.5663773
6065,Desi Spice,Noida,Sector 72,"Shop 3, Sethi Arcade, Sector 76, Near Sector 72, Noida","North Indian, Chinese",300.0,3.0,10,77.3851512,28.5646289
6066,Food Destination,Noida,Sector 72,"Shop 10, Skytech Matrott, Sector 76,  Near Sector 72, Noida",North Indian,200.0,3.0,5,77.3862918,28.57108
6067,Gangaur Sweets,Noida,Sector 72,"20-23, A Square Buiding, Opposite Global Indian International School, Sector 73, Near Sector 72, Noida","North Indian, South Indian, Chinese, Mithai",250.0,2.7,34,77.3809101,28.5914755
6068,Handi,Noida,Sector 72,"Shop 21, Amarpali Zodiac, Sector 72, Noida","North Indian, Chinese",425.0,2.9,8,77.3997654,28.585038
6069,Hungry Inn,Noida,Sector 72,"Shop 18-19, Plot 8, Golf City, Sector 75, Near, Sector 72, Noida","North Indian, Chinese, South Indian",250.0,3.0,5,77.3863299,28.5722375
6070,Keventers,Noida,Sector 72,"S 15, Plot GH-08, Golf City, Sector 75, Near Sector 72, Noida",Beverages,200.0,2.9,4,77.3864019,28.5723004
6071,La-Cuisine,Noida,Sector 72,"Shop 5, Gaur Grandeur, Sector 119, Near, Sector 72, Noida","North Indian, Chinese",275.0,2.9,4,77.4013017,28.5868911
6072,Melting Flavours,Noida,Sector 72,"Shop 20, Amrapali Princely Estate, Sector 76, Near, Sector 72, Noida",North Indian,400.0,3.4,21,77.3810922,28.5663966
6073,Mighty Mughlai,Noida,Sector 72,"Shop 16, Sethi Arcade, Sector 76, Near Sector 72, Noida","North Indian, Mughlai, Chinese",225.0,3.2,12,77.32181758,28.57605503
6074,Mithaas,Noida,Sector 72,"7th Floor, Amrapali Platinum Club, Sector 119, Near, Sector 72, Noida","North Indian, Chinese, South Indian, Mithai",325.0,2.9,12,77.400309,28.5879324
6075,Mood 4 Food,Noida,Sector 72,"Shop 5, JM Orchid, Sector 76, NOIDA, Sector 72, Noida","Street Food, North Indian",75.0,3.1,8,77.38469392,28.56920274
6076,Northern Bytes,Noida,Sector 72,"Near Ajnara Clock Tower, Sector 77, Near Sector 72, Noida","Kashmiri, Chinese",250.0,3.1,6,77.3920718,28.57173
6077,Shahenshah,Noida,Sector 72,"Near Hanuman Murti, Sector 78, Near, Sector 72, Noida","North Indian, Mughlai, Chinese",250.0,3.0,4,77.3833124,28.5905939
6078,Sugar Daddy Bakers,Noida,Sector 72,"Shop 45, Amarapali Pricely Estate, Sector 76, Near Sector 72, Noida",Bakery,175.0,2.7,4,77.3819125,28.566406
6079,Swag Sadda Desi,Noida,Sector 72,"Amrapali Zodiac Market, Sector 120, Near Sector 72, Noida","Fast Food, North Indian",150.0,3.1,8,77.3992328,28.5851413
6080,The Chinese Hut,Noida,Sector 72,"Shop 9-C, Amrapali Princely Market, Sector 76, Near Sector 72, Noida","Chinese, Fast Food",200.0,2.9,10,77.38271,28.5645272
6081,Wild Chef House,Noida,Sector 72,"Shop 10, JM Orchid, Sector 76, Noida","North Indian, Mughlai",250.0,3.1,11,77.3848705,28.5694254
6082,Grub Patio,Noida,Sector 72,"Shop 19, Amrapali Princely Estate, Opposite Silicon City, Sector 76, Near Sector 72, Noida","Cafe, Continental, Italian",300.0,3.7,51,77.3810436,28.5664155
6083,The Grill @ 76,Noida,Sector 72,"Shop 51, Amrapali Princely Estate, Sector 76, Near Sector 72, Noida","North Indian, Mughlai, Chinese",325.0,3.5,42,77.3821963,28.5665424
6084,Zooby's Kitchen,Noida,Sector 72,"Shop 31, Amrapali Princely Estate, Sector 76, Near Sector 72, Noida","North Indian, Mughlai, Chinese",400.0,3.5,31,77.3814563,28.5663598
6085,Bikaner's,Noida,Sector 72,"Shop 25, 26 & 27, Arcade A, Princely Estate, Secotor 76, Near Sector 72, Noida","Mithai, North Indian",200.0,2.4,11,77.3812288,28.56639
6086,Chawla's 2,Noida,Sector 72,"Mahagun Modern, Sector 78, Near, Sector 72, Noida","North Indian, Mughlai, Chinese",700.0,2.1,22,77.37333611,28.515425
6087,Ginnis Oven,Noida,Sector 8,"E-18-A, Sector 8, Noida",Bakery,200.0,3.2,9,77.3246524,28.5963721
6088,Whomely,Noida,Sector 83,"A-136, Sector 83, Noida",North Indian,100.0,3.2,15,77.39445644,28.52887237
6089,Breaktym,Noida,Sector 93,"SuperTech Emerald Court, Entry Gate, Sector 93, Noida","North Indian, Mughlai",200.0,3.2,20,77.3820287,28.5205286
6090,Chinese Chilli Seasonal,Noida,Sector 93,"Near Eldeco Studio, A Block, Sector 93, Noida",Chinese,150.0,2.9,4,77.3851484,28.5136416
6091,Gopala,Noida,Sector 93,"Eldeco Convenience Shopping Area, GF, Eldeco Studio Apartments, Sector 93A, Sector 93, Noida","Mithai, Beverages",100.0,3.4,23,77.3853306,28.5146003
6092,Hungry's Hut,Noida,Sector 93,"Plot 10, Sector 93, Noida","Chinese, Fast Food",250.0,3.1,10,77.3817427,28.5200041
6093,Kebabplus,Noida,Sector 93,"Sector 93, Noida","North Indian, Mughlai",300.0,3.1,140,77.3841646,28.5205903
6094,Oh Buoy - Flying Fox,Noida,Sector 93,"Near Supertech Building, Sector 93, Noida","Chinese, Fast Food",250.0,3.0,7,77.381653,28.519906
6095,Punjabi Pakwaan,Noida,Sector 93,"Supertech Emerald Club, Plot 4, Sector 93-A, Near Sector 93, Noida","North Indian, Mughlai, Chinese",400.0,3.1,45,77.38255,28.5200799
6096,The Dessert Table Company,Noida,Sector 93,"Flat 203, Tower 6, Parsvnath Prestige 2, Shrishti Welfare Society, Sector 93, Noida","Bakery, Desserts",250.0,3.1,9,77.3863173,28.5189985
6097,The Roll Van,Noida,Sector 93,"Plot 1, Sector 93, Noida","North Indian, Mughlai",250.0,3.0,5,77.3826397,28.5208059
6098,Kitchen Mantra,Noida,Sector 93,"Sector 93, Noida","North Indian, Mughlai, Chinese",275.0,3.6,210,77.3841646,28.5205006
6099,Wabi Sabi,Noida,Sector 93,"Shop 7 & 8, Near ELT, Choudhary Dharam Singh Market, Sector 93, Noida","Bakery, Fast Food",150.0,3.6,34,77.3841646,28.5209491
6100,Southern Flavours,Noida,Sector 93,"Eldeco Studio, Plot 3, Sector 93-A, Near Sector 93, Noida",South Indian,175.0,2.4,54,77.3854743,28.5143706
6101,Cakebak,Noida,"Shopprix Mall, Sector 61, Noida","Shopprix Mall, Shop 118, Plot 106 B, Block A, Sector 61, Noida","Bakery, Desserts",200.0,3.1,8,77.36500047,28.59579437
6102,Adarsh Kulfi,Noida,"Spice World Mall, Sector 25","Food Court, Spice World Mall, Sector 25, Noida",Ice Cream,50.0,3.0,7,77.3404494,28.5854737
6103,Andaaz E Paranthas,Noida,"Spice World Mall, Sector 25","306, 2nd Floor, Food Court, Spice World Mall, Sector 25, Noida","North Indian, Mughlai",275.0,3.2,36,77.3404494,28.5854737
6104,Hot Fries,Noida,"Spice World Mall, Sector 25","Food Court, Spice World Mall, Sector 25, Noida",Fast Food,175.0,3.0,8,77.3404494,28.5854737
6105,Pizza Hut,Noida,"Spice World Mall, Sector 25","Ground Floor, Spice World Mall, Sector 25-A, Sector 25, Noida","Italian, Pizza, Fast Food",500.0,3.4,144,77.3413131,28.5864102
6106,Rasoi E Punjab,Noida,"Spice World Mall, Sector 25","304, Food Court, Spice World Mall, Sector 25 A, Near Sector 25, Noida",North Indian,250.0,2.6,32,77.3404494,28.5854737
6107,Subway,Noida,"Spice World Mall, Sector 25","Food Court, 2nd Floor, Spice World Mall, Sector 25-A, Near Sector 25, Noida","American, Fast Food, Salad, Healthy Food",250.0,3.4,93,77.3398007,28.5864047
6108,Haldiram's,Noida,"Spice World Mall, Sector 25","108-109, Ground Floor, Spice World Mall, Sector 25, Noida","North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",300.0,3.6,301,77.341214,28.5861409
6109,Legends Barbeques,Noida,"Spice World Mall, Sector 25","311A, 2nd Floor, Spice World Mall, Sector 25, Noida","North Indian, Chinese, Mediterranean, Asian, Continental",650.0,3.9,1088,77.341371,28.5862391
6110,Chicane,Noida,"Spice World Mall, Sector 25","205-A, 1st Floor, Spice World Mall, Sector 25-A, Near Sector 25, Noida","European, North Indian, Chinese",1250.0,2.2,116,77.3410212,28.5854928
6111,US Pizza,Noida,"Spice World Mall, Sector 25","Food Court, 2nd Floor, Spice World Mall, Sector 25-A, Near, Sector 25, Noida","Pizza, Fast Food",325.0,2.2,134,77.3410212,28.5854928
6112,Angeethi Se,Noida,"Supertech Shopprix Mall, Sector 61","Shop 105, Food Court, Supertech Shopprix Mall, Sector 61, Noida","North Indian, Chinese",300.0,3.2,35,77.3648332,28.5971027
6113,Barista,Noida,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",Cafe,325.0,2.5,23,77.3648332,28.5971027
6114,BK's The Juice Bar,Noida,"Supertech Shopprix Mall, Sector 61","101, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Juices, Beverages, Fast Food",100.0,3.0,10,77.3648332,28.5971027
6115,Eden Kitchen & Bar,Noida,"Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida","North Indian, Chinese",1000.0,3.1,129,77.3646089,28.5973057
6116,Moti Mahal Delux Tandoori Trail,Noida,"Supertech Shopprix Mall, Sector 61","Food Court, Supertech Shopprix Mall, Sector 61, Noida","North Indian, Mughlai, Chinese",500.0,2.5,28,77.364878,28.5970621
6117,New Woks,Noida,"Supertech Shopprix Mall, Sector 61","102 & 103, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Chinese, Asian",375.0,2.5,79,77.364878,28.5970621
6118,Otik Hotshop,Noida,"Supertech Shopprix Mall, Sector 61","63, C-134/B, Supertech Shopprix Mall, Sector 61, Noida","North Indian, Mughlai",300.0,3.1,147,77.3648332,28.5971027
6119,Pizza Hut,Noida,"Supertech Shopprix Mall, Sector 61","Ground Floor, Supertech Shopprix Mall, Sector 61, Noida","Italian, Pizza, Fast Food",500.0,3.3,113,77.36484054,28.5973425
6120,Punjabi Dhaba 61,Noida,"Supertech Shopprix Mall, Sector 61","8, Food Court, Supertech Shopprix Mall, Sector 61, Noida","North Indian, Mughlai, Chinese",400.0,2.6,75,77.3649169,28.5971298
6121,Punjabi Pakwaan,Noida,"Supertech Shopprix Mall, Sector 61","153, Ground Floor, Supertech Shopprix Mall, Sector 61, Noida","North Indian, Mughlai",600.0,3.0,120,77.364878,28.5971518
6122,Spice of India,Noida,"Supertech Shopprix Mall, Sector 61","108, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Mughlai, North Indian",350.0,2.6,76,77.3647883,28.5971433
6123,Swaad,Noida,"Supertech Shopprix Mall, Sector 61","3, Food Court, Supertech Shopprix Mall, Sector 61, Noida","North Indian, Chinese",300.0,2.7,15,77.364878,28.5970621
6124,Yumm Biryani,Noida,"Supertech Shopprix Mall, Sector 61","1-B, Lower Ground Floor, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Biryani, Mughlai",275.0,3.2,160,77.3649068,28.5971097
6125,Otik Cake Shop,Noida,"Supertech Shopprix Mall, Sector 61","63-C, 134-B, Supertech Shopprix Mall, Sector 61, Noida","Bakery, Desserts, Fast Food, North Indian",225.0,3.5,105,77.3648332,28.5971027
6126,Domino's Pizza,Noida,"Supertech Shopprix Mall, Sector 61","Lower Ground, Supertech Shopprix Mall, Sector 61, Noida","Pizza, Fast Food",350.0,2.4,98,77.3649083,28.5971137
6127,Sagar Ratna,Noida,"Supertech Shopprix Mall, Sector 61","C-134/B, Supertech Shopprix Mall, Sector 61, Noida","South Indian, North Indian, Chinese",300.0,2.3,155,77.3648332,28.5971027
6128,Subway,Noida,"Supertech Shopprix Mall, Sector 61","Shop 3, Supertech Shopprix Mall, Sector 61, Noida","American, Fast Food, Salad, Healthy Food",250.0,2.3,24,77.36498103,28.59689799
6129,Barista,Noida,"The Great India Place, Sector 38","305, 3rd Floor, The Great India Place Mall, Sector 38, Noida",Cafe,325.0,3.3,57,77.3258017,28.5675107
6130,Bikano Chat Cafe,Noida,"The Great India Place, Sector 38","2nd Floor, The Great India Place Mall, Sector 38, Noida","North Indian, Street Food, South Indian, Fast Food, Chinese",250.0,3.0,38,77.325869,28.5674499
6131,Cafe Coffee Day,Noida,"The Great India Place, Sector 38","2nd Floor, Shoppers Stop, The Great India Place Mall, Sector 38, Noida",Cafe,225.0,2.7,18,77.3262953,28.5678712
6132,Cafe Coffee Day,Noida,"The Great India Place, Sector 38","Shop 111, 1st Floor, The Great India Place Mall, Sector 38, Noida",Cafe,225.0,2.7,34,77.3260261,28.5676664
6133,Chaayos,Noida,"The Great India Place, Sector 38","Ground Floor, The Great India Place Mall, Sector 38, Noida","Cafe, Tea",200.0,3.4,67,77.3253081,28.566702
6134,Chopaal Marwari,Noida,"The Great India Place, Sector 38","3rd Floor, The Great India Place, Sector 38-A,  Noida","North Indian, Rajasthani",300.0,2.8,102,77.325482,28.5670755
6135,Dolce Gelato,Noida,"The Great India Place, Sector 38","Shop 98, Ground Floor, The Great India Place Mall, Sector 38 A, Sector 38, Noida","Ice Cream, Beverages, Fast Food",150.0,3.0,8,77.3265645,28.5680759
